# Program:featureCounts v1.6.2; Command:"/home/lzc/soft/subread-1.6.2-source/bin/featureCounts" "-t" "exon" "-g" "gene_id" "-s" "1" "-a" "./genome/GCF_000191905.1_ASM19190v1_genomic.gtf" "-o" "/home/lzc/project/117_ZK005/results/3.Expression/genes_count.txt" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/lzc/project/117_ZK005/mapping/bam/824_24h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_24h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_24h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_3.sorted.bam
gene246	NC_017295.1	248970	249641	+	672	26	36	39	152	72	136	93	71	81	126	51	68
gene247	NC_017295.1	249638	250657	+	1020	2	2	4	77	19	19	4	6	4	4	8	1
gene248	NC_017295.1	250760	251530	+	771	5	6	5	53	29	46	12	13	12	6	6	4
gene249	NC_017295.1	251517	253421	+	1905	79	73	35	803	364	547	339	317	399	419	230	253
gene250	NC_017295.1	253549	253851	-	303	22	19	13	100	48	75	85	91	141	54	24	39
gene251	NC_017295.1	254678	256189	+	1512	5863	5714	4031	11055	2246	4207	5325	4551	4924	7141	2536	2463
gene252	NC_017295.1	256364	259273	+	2910	61547	56967	46099	87789	39853	70665	37392	32421	35705	83829	32161	34426
gene253	NC_017295.1	259346	259462	+	117	48	38	18	305	483	1025	195	158	150	799	366	461
gene254	NC_017295.1	259470	259545	+	76	0	0	0	1	0	1	0	0	0	2	0	3
gene255	NC_017295.1	259638	261065	+	1428	251	255	204	527	329	662	602	371	535	709	387	255
gene256	NC_017295.1	261065	262363	+	1299	443	441	360	322	167	354	485	346	465	256	174	81
gene257	NC_017295.1	262559	263323	+	765	25	51	23	163	66	131	65	53	90	62	40	38
gene258	NC_017295.1	263338	264267	+	930	20	52	37	124	62	88	4	4	9	18	7	21
gene259	NC_017295.1	264272	264715	+	444	48	112	82	188	53	181	68	24	89	87	27	38
gene260	NC_017295.1	264782	266158	+	1377	171	425	278	405	319	1035	385	183	461	518	195	285
gene261	NC_017295.1	266311	266949	-	639	22	30	25	86	47	91	205	156	191	69	30	33
gene262	NC_017295.1	267115	268047	+	933	3	7	1	75	25	57	13	3	3	9	18	10
gene263	NC_017295.1	268067	269131	+	1065	22	36	23	136	55	129	95	80	158	113	67	41
gene264	NC_017295.1	269128	270192	+	1065	33	56	45	167	76	131	125	101	158	111	51	58
gene265	NC_017295.1	270203	271309	+	1107	23	26	19	183	49	104	56	47	56	52	27	28
gene266	NC_017295.1	271290	271916	+	627	6	6	7	66	26	39	12	10	9	2	4	9
gene267	NC_017295.1	272092	273024	+	933	4	1	1	181	34	51	1	1	4	6	4	9
gene268	NC_017295.1	273036	274172	+	1137	6	4	9	102	26	19	4	5	1	3	9	6
gene269	NC_017295.1	274169	275281	+	1113	4	4	5	142	27	51	7	6	8	7	6	10
gene270	NC_017295.1	275461	276618	+	1158	84	53	58	126	70	139	76	24	59	74	48	60
gene271	NC_017295.1	276611	277327	+	717	92	62	68	218	62	169	80	47	89	119	69	51
gene272	NC_017295.1	277368	277730	+	363	96	148	105	121	130	318	153	109	124	227	131	113
gene273	NC_017295.1	277720	278034	+	315	18	32	23	74	41	113	37	30	29	87	39	33
gene274	NC_017295.1	278136	278387	+	252	17	25	16	93	24	37	55	53	53	57	21	32
gene275	NC_017295.1	278802	279182	-	381	0	5	2	55	16	42	37	31	30	40	14	20
gene276	NC_017295.1	279633	281699	+	2067	14	21	6	279	69	96	8	6	8	30	16	22
gene277	NC_017295.1	282124	282336	+	213	11	17	7	122	129	255	64	55	67	97	54	58
gene278	NC_017295.1	282369	283328	-	960	50	48	45	197	163	373	159	148	179	148	81	105
gene279	NC_017295.1	283882	284700	+	819	2	2	4	39	28	45	17	7	14	8	1	10
gene280	NC_017295.1	284844	285170	+	327	3	2	2	53	12	12	4	0	8	4	4	8
gene281	NC_017295.1	285182	285559	+	378	2	1	0	35	17	10	0	0	3	1	0	0
gene282	NC_017295.1	285581	287176	+	1596	4	5	11	131	42	54	1	4	5	18	11	15
gene283	NC_017295.1	287176	288540	+	1365	16	18	17	264	78	138	15	7	16	49	32	31
gene284	NC_017295.1	288637	290037	+	1401	5	7	3	344	95	134	5	3	0	20	12	18
gene285	NC_017295.1	290053	292701	+	2649	14	10	7	549	114	194	8	7	5	33	22	36
gene286	NC_017295.1	292718	293788	+	1071	9	9	4	166	45	46	3	0	1	16	4	12
gene287	NC_017295.1	293769	294566	+	798	5	7	5	131	32	48	28	17	24	21	11	13
gene288	NC_017295.1	294642	295154	+	513	10	5	5	140	32	74	50	32	50	54	34	25
gene289	NC_017295.1	295405	296148	+	744	7	12	3	140	63	118	4	5	10	23	10	15
gene290	NC_017295.1	296713	297465	+	753	25	37	19	464	289	369	26	6	20	105	91	97
gene291	NC_017295.1	297513	297878	+	366	0	1	0	24	5	9	0	0	0	0	1	2
gene292	NC_017295.1	297881	298585	+	705	4	5	2	52	20	27	0	0	0	3	4	7
gene293	NC_017295.1	298767	299708	+	942	107	101	90	170	45	92	12	14	27	31	37	30
gene294	NC_017295.1	299779	300555	+	777	336	413	321	152	92	204	155	70	110	169	125	86
gene295	NC_017295.1	300512	302188	+	1677	4648	5101	3640	2303	1798	3776	2941	1732	3840	4451	3274	1573
gene296	NC_017295.1	302249	302986	-	738	242	322	225	809	872	1839	1129	1045	1812	1878	1272	858
gene297	NC_017295.1	303243	303659	+	417	1	11	1	27	11	7	22	16	12	12	7	8
gene298	NC_017295.1	303802	305664	+	1863	394	423	336	1671	1646	5127	4895	6161	4079	3284	1576	1480
gene299	NC_017295.1	306109	307785	+	1677	18	27	36	200	132	264	148	172	148	213	123	91
gene300	NC_017295.1	308300	309697	+	1398	23	17	31	274	64	157	23	10	13	37	20	19
gene301	NC_017295.1	309850	310317	+	468	9	7	9	195	122	365	113	88	78	395	102	128
gene302	NC_017295.1	310406	310564	+	159	10	8	10	23	3	5	17	9	9	25	3	6
gene303	NC_017295.1	310880	312391	+	1512	5772	5629	3998	10718	2205	4230	5290	4426	4843	6967	2483	2426
gene304	NC_017295.1	312566	315475	+	2910	61544	57227	46024	86652	39963	70757	37645	32448	36104	83582	32297	33923
gene305	NC_017295.1	315548	315664	+	117	13	7	8	74	73	152	39	34	51	123	51	60
gene306	NC_017295.1	315670	315745	+	76	0	1	1	3	2	8	2	8	1	3	2	2
gene307	NC_017295.1	315835	316092	-	258	0	5	1	33	31	101	45	63	35	52	38	40
gene308	NC_017295.1	316234	317352	+	1119	213	229	157	397	341	707	592	492	628	462	284	291
gene309	NC_017295.1	317435	318748	-	1314	581	598	419	4692	3885	9977	2610	2204	2935	5440	3422	2848
gene310	NC_017295.1	319040	319783	+	744	69	98	65	262	119	314	273	235	265	162	98	89
gene311	NC_017295.1	319849	320658	-	810	251	317	203	508	506	1291	1102	815	1238	872	669	395
gene312	NC_017295.1	320679	321518	-	840	233	245	190	465	444	1046	906	891	1286	889	586	403
gene313	NC_017295.1	321553	322839	-	1287	411	370	296	1137	976	2403	1321	1089	1591	2301	1479	914
gene314	NC_017295.1	323217	323732	+	516	0	3	2	79	21	25	3	3	5	2	3	3
gene315	NC_017295.1	323830	324567	+	738	282	374	241	246	229	570	452	251	449	433	265	165
gene316	NC_017295.1	324592	325782	+	1191	118	177	140	262	123	315	225	139	182	171	87	85
gene317	NC_017295.1	325910	326644	-	735	7	10	2	219	77	150	84	91	110	145	50	87
gene318	NC_017295.1	326650	327396	-	747	5	3	6	160	55	68	68	61	87	62	40	34
gene319	NC_017295.1	327397	328125	-	729	11	8	2	146	78	152	83	67	78	81	64	52
gene320	NC_017295.1	328297	329004	+	708	0	0	0	80	20	11	6	3	7	4	2	7
gene321	NC_017295.1	329018	330421	+	1404	10	5	0	172	42	66	19	28	17	35	28	31
gene322	NC_017295.1	331031	332542	+	1512	5875	5966	4065	10784	2151	4220	5659	4697	5132	7101	2486	2348
gene323	NC_017295.1	332717	335626	+	2910	61687	56267	46227	87487	40025	70395	37366	32206	36033	83310	32529	34399
gene324	NC_017295.1	335700	335816	+	117	53	78	76	307	239	577	204	192	169	267	134	227
gene325	NC_017295.1	336169	337680	+	1512	5864	5816	4054	11002	2238	4346	5542	4571	5060	7103	2550	2428
gene326	NC_017295.1	337855	340764	+	2910	61698	57015	46001	87530	40384	71072	37711	32303	36124	84266	32770	33937
gene327	NC_017295.1	340838	340954	+	117	43	70	59	313	211	546	201	206	148	295	135	236
gene328	NC_017295.1	341307	342818	+	1512	5785	5877	4023	10740	2115	4226	5404	4497	5055	7048	2555	2399
gene329	NC_017295.1	342993	345902	+	2910	60838	56185	45664	87539	40374	70616	37808	32420	35603	83225	32591	34242
gene330	NC_017295.1	345976	346092	+	117	185	195	128	1372	2003	4365	1088	1100	1026	4264	2197	2404
gene331	NC_017295.1	346100	346175	+	76	0	0	0	3	4	9	0	0	2	13	5	10
gene332	NC_017295.1	346188	346261	+	74	0	0	0	0	0	4	0	0	0	1	0	1
gene333	NC_017295.1	346413	348203	+	1791	16	17	7	146	46	85	28	20	29	26	17	22
gene334	NC_017295.1	348200	348424	+	225	28	21	20	104	73	99	89	74	105	95	58	71
gene335	NC_017295.1	349271	350191	-	921	284	346	237	999	870	2193	1627	1417	1811	1685	1106	825
gene336	NC_017295.1	350210	351157	-	948	153	193	124	453	593	1601	799	758	846	805	597	513
gene337	NC_017295.1	351278	352420	-	1143	2	2	2	93	26	48	27	33	33	31	30	21
gene338	NC_017295.1	352617	352832	+	216	0	1	1	20	9	16	2	1	0	6	3	0
gene339	NC_017295.1	352856	354301	+	1446	193	213	150	728	827	1651	517	427	571	1556	781	787
gene340	NC_017295.1	354320	354907	+	588	3	4	2	71	19	40	0	3	1	10	3	11
gene341	NC_017295.1	354981	355310	+	330	49	55	43	37	63	212	42	17	41	70	41	43
gene342	NC_017295.1	355328	356272	+	945	53	55	63	125	57	142	71	46	75	42	42	24
gene343	NC_017295.1	356274	357185	+	912	298	400	302	198	184	451	144	52	99	160	127	110
gene344	NC_017295.1	357199	357402	+	204	170	213	158	113	136	282	187	107	244	166	142	98
gene345	NC_017295.1	357518	357688	+	171	71	45	57	24	51	218	118	69	102	47	44	52
gene346	NC_017295.1	357946	358734	+	789	27	49	32	412	487	1240	204	201	249	779	476	433
gene347	NC_017295.1	358737	359507	+	771	95	144	115	897	875	1937	347	269	387	1111	752	706
gene348	NC_017295.1	359618	360352	+	735	17	12	16	75	24	59	46	23	27	33	12	13
gene349	NC_017295.1	360365	361213	+	849	6	6	6	102	26	56	8	10	10	18	13	12
gene350	NC_017295.1	361358	362536	+	1179	504	707	498	2208	2789	7218	4678	4395	4926	4335	2362	1993
gene351	NC_017295.1	362622	363737	+	1116	176	242	130	696	675	1892	1123	1104	1156	1061	634	536
gene352	NC_017295.1	363808	364053	-	246	89	68	53	260	196	434	354	327	412	223	168	171
gene353	NC_017295.1	364507	365883	+	1377	3	8	6	102	38	51	36	28	32	13	17	13
gene354	NC_017295.1	365918	366094	+	177	0	1	1	6	1	1	0	1	1	0	0	0
gene355	NC_017295.1	366180	366836	-	657	5907	7752	5601	1078	295	797	360	168	365	461	580	211
gene356	NC_017295.1	366847	367503	-	657	8374	7788	6834	1935	1006	2912	1168	679	1238	2097	2558	818
gene357	NC_017295.1	367550	368029	-	480	3454	3486	2606	2621	1777	4649	1212	733	1229	3650	3364	1648
gene358	NC_017295.1	368380	368973	+	594	6	11	9	83	21	39	1	1	1	6	1	9
gene359	NC_017295.1	368985	369518	+	534	167	173	145	192	117	209	65	19	95	173	152	63
gene360	NC_017295.1	369701	370702	+	1002	29	36	35	194	56	132	5	7	5	37	30	26
gene361	NC_017295.1	370944	372440	+	1497	7	7	6	191	45	87	57	55	48	38	31	27
gene362	NC_017295.1	372459	373637	+	1179	6	9	5	259	59	89	24	15	19	17	9	21
gene363	NC_017295.1	373659	374345	+	687	6	6	4	97	19	34	5	11	17	5	3	11
gene364	NC_017295.1	374359	375555	+	1197	8	8	7	188	69	94	4	7	5	8	13	12
gene365	NC_017295.1	375635	376327	+	693	54	56	48	113	77	159	62	40	46	64	63	48
gene366	NC_017295.1	376651	377889	+	1239	215	195	186	691	694	1509	1479	1174	1572	1030	578	474
gene367	NC_017295.1	378182	380146	+	1965	63	74	44	220	119	454	236	217	247	260	124	138
gene368	NC_017295.1	380395	381702	-	1308	708	1042	710	4212	3596	10250	6981	6280	8761	7757	4540	3668
gene369	NC_017295.1	382638	383252	-	615	1107	1004	698	1105	762	1680	1317	1124	1518	1641	1425	798
gene370	NC_017295.1	383320	384651	-	1332	2845	2367	1854	1628	1916	4628	2038	1719	2322	3891	2920	1834
gene371	NC_017295.1	384794	385249	+	456	565	352	306	1286	806	1487	1217	387	1399	2004	684	1255
gene372	NC_017295.1	385653	386432	+	780	142	181	103	147	91	152	149	94	140	159	67	90
gene373	NC_017295.1	386527	388344	-	1818	174	234	185	2012	1754	5661	2472	2185	2593	2883	1824	1716
gene374	NC_017295.1	388454	389272	+	819	89	121	100	1026	1053	2424	500	358	462	1376	673	915
gene375	NC_017295.1	389635	390213	+	579	96	102	98	332	318	688	473	456	476	499	251	215
gene376	NC_017295.1	390294	391361	-	1068	43	55	51	126	57	115	53	27	58	70	48	26
gene377	NC_017295.1	392018	394378	+	2361	368	447	352	2571	3785	10350	3011	2710	2978	7876	4589	3292
gene378	NC_017295.1	394375	394875	+	501	8	6	3	63	39	80	25	28	19	29	21	25
gene379	NC_017295.1	395210	396415	+	1206	5	13	7	250	88	187	9	10	8	27	14	23
gene380	NC_017295.1	396422	396946	+	525	2	2	1	27	11	18	5	13	7	19	8	8
gene381	NC_017295.1	396936	397355	+	420	0	1	0	39	30	40	4	5	9	41	15	21
gene382	NC_017295.1	397754	398920	+	1167	8	6	3	216	69	107	8	4	4	7	8	11
gene383	NC_017295.1	398930	399955	+	1026	8	1	3	161	38	71	0	2	1	5	5	9
gene384	NC_017295.1	400176	400456	+	281	6	4	1	43	12	21	3	4	3	8	8	10
gene385	NC_017295.1	400468	401124	+	657	1	1	1	28	17	31	0	1	1	6	4	4
gene386	NC_017295.1	401170	401892	+	723	2	2	0	70	18	27	4	2	1	4	4	3
gene387	NC_017295.1	401949	402320	+	372	0	0	6	36	8	13	1	0	0	1	1	4
gene388	NC_017295.1	403078	403317	+	240	1	0	0	68	6	10	0	0	0	3	0	2
gene389	NC_017295.1	403544	403750	+	207	0	2	0	29	2	17	0	1	0	0	1	1
gene390	NC_017295.1	403925	404116	+	192	0	0	0	12	3	3	0	1	2	0	1	4
gene391	NC_017295.1	404113	404367	+	255	0	0	0	20	5	3	0	0	0	0	2	0
gene392	NC_017295.1	404460	404954	+	495	1	0	0	39	13	8	1	1	0	0	0	1
gene393	NC_017295.1	405621	405830	+	210	10	6	3	94	72	120	90	109	124	141	43	65
gene394	NC_017295.1	405896	406237	+	342	6	14	13	164	213	332	80	58	49	217	85	157
gene395	NC_017295.1	406341	406862	+	522	13	9	7	189	59	73	53	58	68	104	22	58
gene396	NC_017295.1	406780	407457	-	678	24	21	15	231	109	203	187	233	239	208	78	109
gene397	NC_017295.1	407544	411125	-	3582	187	250	192	1168	1020	2639	1356	1270	1738	1985	965	736
gene398	NC_017295.1	411408	413042	-	1635	21	25	11	389	93	168	67	65	98	116	85	76
gene399	NC_017295.1	413364	414905	-	1542	96	91	70	552	346	732	579	561	626	764	402	313
gene400	NC_017295.1	414942	415583	-	642	6	5	6	142	27	62	12	16	28	40	28	22
gene401	NC_017295.1	415715	417256	-	1542	14	27	15	344	137	320	62	65	78	146	92	68
gene402	NC_017295.1	417298	418098	-	801	5	4	5	108	31	97	19	20	16	35	29	21
gene403	NC_017295.1	418194	419279	-	1086	7	7	3	110	27	36	4	7	3	7	3	6
gene404	NC_017295.1	419717	420703	+	987	6	15	11	108	39	106	26	11	10	18	7	21
gene405	NC_017295.1	421016	421798	+	783	1	7	3	57	19	46	3	2	5	6	9	7
gene406	NC_017295.1	422053	422460	+	408	0	0	2	30	2	4	1	1	4	0	0	4
gene407	NC_017295.1	422595	423299	+	705	3	2	2	76	18	19	8	6	7	3	8	2
gene408	NC_017295.1	423318	424025	+	708	5	12	6	85	23	34	22	6	14	17	16	12
gene409	NC_017295.1	424161	425108	+	948	8	8	6	161	34	64	32	23	16	15	11	21
gene410	NC_017295.1	425205	426110	+	906	13	10	11	125	45	58	114	123	139	88	35	36
gene411	NC_017295.1	426134	427783	+	1650	75	74	63	379	103	134	82	76	78	46	35	43
gene412	NC_017295.1	427850	429136	+	1287	23	16	15	120	57	91	87	59	64	46	35	24
gene413	NC_017295.1	429182	429694	-	513	20	11	12	50	39	80	102	86	93	58	42	28
gene414	NC_017295.1	429927	433427	+	3501	32	31	21	583	169	349	77	55	79	157	87	66
gene415	NC_017295.1	433670	434356	+	687	14	18	18	93	17	59	56	20	42	33	17	10
gene416	NC_017295.1	434384	435388	+	1005	1	2	1	66	22	34	8	10	7	4	8	8
gene417	NC_017295.1	435531	436295	+	765	8	1	2	74	50	55	16	15	15	28	14	7
gene418	NC_017295.1	436285	437601	+	1317	27	40	35	552	303	589	252	264	349	522	281	256
gene419	NC_017295.1	437624	438784	-	1161	41	53	33	304	237	693	263	183	352	355	159	194
gene420	NC_017295.1	439408	440289	+	882	5	0	1	118	33	41	2	0	0	2	2	7
gene421	NC_017295.1	440310	440957	+	648	3	3	1	42	13	13	3	6	2	2	3	4
gene422	NC_017295.1	440969	441700	+	732	2	3	4	127	38	50	3	3	5	7	11	10
gene423	NC_017295.1	441780	442430	+	651	2	0	1	72	10	31	1	1	1	2	0	3
gene424	NC_017295.1	442619	443437	+	819	14	17	11	109	32	64	12	3	4	9	5	15
gene425	NC_017295.1	443728	444576	-	849	463	603	406	2051	2682	5513	3192	3687	3719	5538	4532	3051
gene426	NC_017295.1	444705	447395	-	2691	631	764	497	2231	2554	5550	3722	3390	4020	4637	2654	2235
gene427	NC_017295.1	447636	447956	+	321	1	0	1	33	6	24	0	2	3	8	2	2
gene428	NC_017295.1	447982	448290	+	309	0	3	0	24	12	35	8	14	19	9	3	5
gene429	NC_017295.1	448315	449724	+	1410	8	8	5	96	47	110	23	28	61	14	11	14
gene430	NC_017295.1	449781	451133	+	1353	26	23	8	346	147	581	409	383	1041	199	117	101
gene431	NC_017295.1	451317	451595	+	279	2	1	0	31	5	22	6	3	8	13	7	5
gene432	NC_017295.1	451602	451805	+	204	0	2	1	12	16	17	9	12	22	13	7	7
gene433	NC_017295.1	451910	452602	-	693	0	3	3	52	18	16	13	16	22	15	5	9
gene434	NC_017295.1	453359	454513	+	1155	24	8	11	238	54	112	10	8	15	48	23	27
gene435	NC_017295.1	454534	455667	+	1134	49	56	23	240	78	134	32	22	19	40	27	27
gene436	NC_017295.1	456193	456648	-	456	126	189	122	302	940	2255	579	523	683	1199	943	573
gene437	NC_017295.1	457003	458037	+	1035	996	1093	798	836	962	2210	426	223	494	1475	1003	715
gene438	NC_017295.1	458131	458757	+	627	248	271	272	233	130	340	58	28	56	131	138	87
gene439	NC_017295.1	459043	459990	+	948	34	49	39	243	85	214	26	20	36	154	96	77
gene440	NC_017295.1	459995	460621	+	627	5	0	2	82	24	27	0	0	0	2	7	12
gene441	NC_017295.1	460627	461175	+	549	90	82	66	118	88	276	20	9	35	154	95	71
gene442	NC_017295.1	461446	461748	+	303	6	0	0	77	9	17	1	2	0	3	0	4
gene443	NC_017295.1	461889	463163	+	1275	11	10	9	136	41	128	13	12	11	40	25	22
gene444	NC_017295.1	463180	463431	+	252	3	7	8	20	7	10	9	4	4	5	7	3
gene445	NC_017295.1	463643	463786	+	144	0	2	0	14	9	3	0	0	0	0	0	1
gene446	NC_017295.1	464051	464557	+	507	0	0	0	60	14	14	0	2	0	2	2	0
gene447	NC_017295.1	465002	467176	-	2175	82	109	68	696	374	917	785	1000	827	701	356	350
gene448	NC_017295.1	467320	469293	+	1974	82	95	74	512	264	579	649	510	632	510	297	238
gene449	NC_017295.1	469304	469561	+	258	1	1	2	8	3	5	4	2	5	1	0	1
gene450	NC_017295.1	469583	471133	+	1551	55	62	55	275	74	117	105	98	112	61	46	43
gene451	NC_017295.1	471144	471923	+	780	1	3	1	41	9	20	2	1	0	0	5	5
gene452	NC_017295.1	471949	476523	+	4575	96	144	113	705	221	431	342	280	250	187	108	107
gene453	NC_017295.1	476533	476787	+	255	4	1	4	9	5	9	8	6	3	2	2	6
gene454	NC_017295.1	476802	477071	+	270	2	2	2	39	11	24	8	8	7	3	5	2
gene455	NC_017295.1	477144	477446	+	303	3	6	7	68	16	21	18	9	9	5	2	2
gene456	NC_017295.1	477574	478710	+	1137	48	73	57	188	102	242	291	209	243	211	105	72
gene457	NC_017295.1	478697	479002	+	306	0	0	1	10	1	6	1	1	0	0	1	0
gene458	NC_017295.1	479533	480513	+	981	126	136	93	175	109	196	56	64	70	132	75	68
gene459	NC_017295.1	480734	482044	+	1311	972	978	669	314	176	386	257	176	266	357	157	127
gene460	NC_017295.1	482068	483198	+	1131	257	296	269	216	120	360	191	134	196	218	142	118
gene461	NC_017295.1	483397	483735	+	339	78	77	50	116	138	309	117	87	191	130	121	87
gene462	NC_017295.1	483814	484464	-	651	366	399	286	713	660	1399	1013	784	1330	1017	796	537
gene463	NC_017295.1	484631	485746	+	1116	3	8	2	55	19	36	10	12	8	15	14	17
gene464	NC_017295.1	485750	485917	+	168	0	0	0	6	0	0	0	1	0	0	0	0
gene465	NC_017295.1	485944	486774	+	831	43	50	40	211	199	419	162	154	210	358	201	168
gene466	NC_017295.1	486832	487380	-	549	156	160	117	795	515	1284	658	470	743	1070	572	632
gene467	NC_017295.1	487656	488504	+	849	5	6	7	84	13	26	17	16	16	14	9	7
gene468	NC_017295.1	488645	490528	+	1884	9	10	7	228	77	134	13	13	11	18	24	21
gene469	NC_017295.1	490604	491554	+	951	3	3	0	211	51	54	1	4	0	8	12	15
gene470	NC_017295.1	491555	493027	+	1473	5	4	5	244	49	84	3	3	8	15	11	27
gene471	NC_017295.1	493108	493974	+	867	11	12	12	102	31	61	15	10	13	9	10	16
gene472	NC_017295.1	494129	495043	+	915	7	1	2	54	24	19	1	0	1	6	1	2
gene473	NC_017295.1	495066	495887	+	822	7	1	2	84	16	36	3	3	3	4	2	5
gene474	NC_017295.1	495920	497263	+	1344	7	4	2	194	48	95	15	6	9	15	13	8
gene475	NC_017295.1	497274	498023	+	750	15	9	3	268	90	107	36	38	42	71	28	44
gene476	NC_017295.1	498115	498990	-	876	6	11	5	116	45	32	14	9	17	10	13	9
gene477	NC_017295.1	499432	500445	+	1014	84	119	90	196	133	447	242	208	193	285	133	144
gene478	NC_017295.1	500495	501820	-	1326	2744	3246	2142	5233	5175	15337	7027	6853	9246	12187	7178	5550
gene479	NC_017295.1	501860	502327	-	468	520	677	486	603	551	1640	865	852	986	1227	640	494
gene480	NC_017295.1	502449	502622	-	174	14	22	11	12	12	16	11	7	10	17	4	10
gene481	NC_017295.1	502901	503788	+	888	5	21	16	228	138	354	345	307	317	322	120	126
gene482	NC_017295.1	504082	505995	+	1914	503	529	359	881	554	1220	896	693	713	771	349	502
gene483	NC_017295.1	506104	506346	-	243	213	240	183	582	323	879	552	529	452	461	295	375
gene484	NC_017295.1	506758	507054	+	297	1604	1366	949	856	307	501	451	388	409	557	354	330
gene485	NC_017295.1	507117	507554	-	438	1876	1703	1157	895	415	840	616	611	585	752	496	412
gene486	NC_017295.1	507707	508486	+	780	101	99	61	713	483	990	950	891	921	1128	663	510
gene487	NC_017295.1	508515	509849	-	1335	122	151	98	1596	1388	3311	1943	1793	1905	2902	1527	1380
gene488	NC_017295.1	510142	511851	+	1710	18	13	19	224	68	166	85	84	69	70	62	41
gene489	NC_017295.1	511942	513123	-	1182	39	37	40	191	59	132	204	168	157	98	40	40
gene490	NC_017295.1	513402	514160	+	759	0	0	1	150	42	57	2	3	2	13	18	12
gene491	NC_017295.1	514177	514797	+	621	1	5	4	151	42	54	13	2	6	14	11	16
gene492	NC_017295.1	514881	515108	+	228	2	4	0	13	4	24	3	0	0	0	2	2
gene493	NC_017295.1	515108	516871	+	1764	290	288	251	855	540	1121	1148	606	1001	1626	724	637
gene494	NC_017295.1	516952	517422	+	471	1	1	1	23	6	10	5	8	7	5	4	2
gene495	NC_017295.1	517543	518226	+	684	13	9	7	60	15	31	20	10	13	6	12	12
gene496	NC_017295.1	518227	519477	+	1251	36	39	40	248	130	332	181	118	145	215	130	111
gene497	NC_017295.1	519512	520675	-	1164	196	249	160	6069	3172	7451	4019	5019	4873	4997	2337	2996
gene498	NC_017295.1	521081	521764	+	684	7	14	5	133	48	89	25	19	10	32	14	18
gene499	NC_017295.1	521761	524259	+	2499	15	39	32	413	147	242	100	93	94	153	108	87
gene500	NC_017295.1	524372	524605	+	234	85	88	62	58	36	101	96	95	101	75	78	34
gene501	NC_017295.1	524665	527025	-	2361	7965	7838	7245	9356	8413	19007	7530	4840	8685	17582	14666	9885
gene502	NC_017295.1	527094	527657	-	564	436	578	466	956	559	1323	902	568	1120	1418	1066	780
gene503	NC_017295.1	527844	529073	-	1230	114	134	102	536	353	1182	1193	1080	1459	1420	1185	737
gene504	NC_017295.1	529264	531147	-	1884	100	131	104	651	606	1742	747	632	845	1061	729	524
gene505	NC_017295.1	531355	532686	+	1332	54	47	50	713	679	2009	818	723	895	1414	898	671
gene506	NC_017295.1	532713	533111	+	399	2	3	0	15	9	12	4	1	0	1	0	3
gene507	NC_017295.1	533175	534371	+	1197	20	12	7	195	88	171	75	70	46	46	59	32
gene508	NC_017295.1	534400	535446	-	1047	14	23	13	268	100	236	74	82	46	89	79	63
gene509	NC_017295.1	535571	535912	+	342	59	55	42	223	143	260	197	218	290	205	141	104
gene510	NC_017295.1	536061	536852	-	792	70	70	60	313	166	271	372	286	390	258	140	128
gene511	NC_017295.1	537052	537474	+	423	0	5	0	21	7	15	9	7	9	0	3	0
gene512	NC_017295.1	537517	538326	+	810	6	4	3	75	7	44	74	46	82	8	13	13
gene513	NC_017295.1	538339	539043	+	705	18	12	4	109	29	37	87	85	120	31	12	30
gene514	NC_017295.1	539229	539804	+	576	2	0	2	51	7	25	3	4	6	11	21	4
